Ex ID;Start_time;End_time;Injected_value;CACC_spacing;Run_status;Impact_status;Collision_state;Collision_time;collider;victim;Collision_pos;Collision_lane;Accel_0_max;Dcel_0_min;Accel_1_max;Dcel_1_min;Accel_2_max;Dcel_2_min;Accel_3_max;Dcel_3_min;Accel_4_max;Dcel_4_min;Accel_5_max;Dcel_5_min;Accel_6_max;Dcel_6_min;Accel_7_max;Dcel_7_min;controller
422;18.0;24.0;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.23;;;;;;;;;CACC
423;18.0;24.0;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.23;;;;;;;;;CACC
424;18.0;24.0;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
425;18.0;24.0;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
426;18.0;24.0;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
427;18.0;24.0;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
428;18.0;24.0;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
429;18.0;24.0;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
430;18.0;24.0;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
431;18.0;24.0;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
432;18.0;24.0;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
433;18.0;24.0;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
434;18.0;24.0;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
435;18.0;24.0;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
436;18.0;24.0;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.19;0.47;-6.21;;;;;;;;;CACC
437;18.0;24.0;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.19;0.47;-6.21;;;;;;;;;CACC
438;18.0;24.0;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.19;0.47;-6.21;;;;;;;;;CACC
439;18.0;24.0;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.2;;;;;;;;;CACC
440;18.0;24.0;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.2;;;;;;;;;CACC
441;18.0;24.0;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.12;0.39;-6.2;0.47;-6.2;;;;;;;;;CACC
442;18.1;24.1;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
443;18.1;24.1;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
444;18.1;24.1;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.18;0.47;-6.22;;;;;;;;;CACC
445;18.1;24.1;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
446;18.1;24.1;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
447;18.1;24.1;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
448;18.1;24.1;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
449;18.1;24.1;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
450;18.1;24.1;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
451;18.1;24.1;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
452;18.1;24.1;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
453;18.1;24.1;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
454;18.1;24.1;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.17;0.47;-6.2;;;;;;;;;CACC
455;18.1;24.1;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.17;0.47;-6.2;;;;;;;;;CACC
456;18.1;24.1;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.17;0.47;-6.2;;;;;;;;;CACC
457;18.1;24.1;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.17;0.47;-6.2;;;;;;;;;CACC
458;18.1;24.1;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.17;0.47;-6.2;;;;;;;;;CACC
459;18.1;24.1;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.17;0.47;-6.2;;;;;;;;;CACC
460;18.1;24.1;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.18;;;;;;;;;CACC
461;18.1;24.1;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.18;;;;;;;;;CACC
462;18.1;24.1;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.11;0.39;-6.18;0.47;-6.18;;;;;;;;;CACC
463;18.2;24.2;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
464;18.2;24.2;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
465;18.2;24.2;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
466;18.2;24.2;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
467;18.2;24.2;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
468;18.2;24.2;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
469;18.2;24.2;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
470;18.2;24.2;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
471;18.2;24.2;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
472;18.2;24.2;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.2;;;;;;;;;CACC
473;18.2;24.2;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.2;;;;;;;;;CACC
474;18.2;24.2;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.2;;;;;;;;;CACC
475;18.2;24.2;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
476;18.2;24.2;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
477;18.2;24.2;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
478;18.2;24.2;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
479;18.2;24.2;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
480;18.2;24.2;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
481;18.2;24.2;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
482;18.2;24.2;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
483;18.2;24.2;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.19;;;;;;;;;CACC
484;18.3;24.3;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
485;18.3;24.3;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
486;18.3;24.3;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
487;18.3;24.3;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
488;18.3;24.3;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
489;18.3;24.3;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.21;;;;;;;;;CACC
490;18.3;24.3;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
491;18.3;24.3;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
492;18.3;24.3;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
493;18.3;24.3;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.2;;;;;;;;;CACC
494;18.3;24.3;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.2;;;;;;;;;CACC
495;18.3;24.3;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.16;0.47;-6.2;;;;;;;;;CACC
496;18.3;24.3;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
497;18.3;24.3;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
498;18.3;24.3;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
499;18.3;24.3;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.19;;;;;;;;;CACC
500;18.3;24.3;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.19;;;;;;;;;CACC
501;18.3;24.3;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.19;;;;;;;;;CACC
502;18.3;24.3;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.19;;;;;;;;;CACC
503;18.3;24.3;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.19;;;;;;;;;CACC
504;18.3;24.3;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.15;0.47;-6.19;;;;;;;;;CACC
505;18.4;24.4;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
506;18.4;24.4;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
507;18.4;24.4;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
508;18.4;24.4;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
509;18.4;24.4;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
510;18.4;24.4;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
511;18.4;24.4;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
512;18.4;24.4;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
513;18.4;24.4;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
514;18.4;24.4;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.21;;;;;;;;;CACC
515;18.4;24.4;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.21;;;;;;;;;CACC
516;18.4;24.4;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.21;;;;;;;;;CACC
517;18.4;24.4;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
518;18.4;24.4;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
519;18.4;24.4;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
520;18.4;24.4;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.14;0.47;-6.19;;;;;;;;;CACC
521;18.4;24.4;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.14;0.47;-6.19;;;;;;;;;CACC
522;18.4;24.4;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.14;0.47;-6.19;;;;;;;;;CACC
523;18.4;24.4;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.14;0.47;-6.19;;;;;;;;;CACC
524;18.4;24.4;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.14;0.47;-6.19;;;;;;;;;CACC
525;18.4;24.4;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.14;0.47;-6.19;;;;;;;;;CACC
526;18.5;24.5;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
527;18.5;24.5;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
528;18.5;24.5;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
529;18.5;24.5;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
530;18.5;24.5;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
531;18.5;24.5;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
532;18.5;24.5;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
533;18.5;24.5;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
534;18.5;24.5;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
535;18.5;24.5;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
536;18.5;24.5;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
537;18.5;24.5;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
538;18.5;24.5;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
539;18.5;24.5;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
540;18.5;24.5;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
541;18.5;24.5;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
542;18.5;24.5;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
543;18.5;24.5;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
544;18.5;24.5;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
545;18.5;24.5;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
546;18.5;24.5;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
547;18.6;24.6;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
548;18.6;24.6;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
549;18.6;24.6;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
550;18.6;24.6;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
551;18.6;24.6;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
552;18.6;24.6;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
553;18.6;24.6;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
554;18.6;24.6;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
555;18.6;24.6;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
556;18.6;24.6;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
557;18.6;24.6;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
558;18.6;24.6;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
559;18.6;24.6;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
560;18.6;24.6;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
561;18.6;24.6;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
562;18.6;24.6;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
563;18.6;24.6;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
564;18.6;24.6;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
565;18.6;24.6;1.1;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
566;18.6;24.6;1.1;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
567;18.6;24.6;1.1;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.15;0.47;-6.2;;;;;;;;;CACC
568;18.7;24.7;0.5;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
569;18.7;24.7;0.5;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
570;18.7;24.7;0.5;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.1;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
571;18.7;24.7;0.6;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
572;18.7;24.7;0.6;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
573;18.7;24.7;0.6;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
574;18.7;24.7;0.7;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
575;18.7;24.7;0.7;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
576;18.7;24.7;0.7;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
577;18.7;24.7;0.8;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
578;18.7;24.7;0.8;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
579;18.7;24.7;0.8;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.09;0.39;-6.17;0.47;-6.22;;;;;;;;;CACC
580;18.7;24.7;0.9;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
581;18.7;24.7;0.9;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
582;18.7;24.7;0.9;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
583;18.7;24.7;1.0;5;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
584;18.7;24.7;1.0;8;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
585;18.7;24.7;1.0;10;Successful;Effective;No;No;No;No;No;No;0.0;-6.0;0.25;-6.08;0.39;-6.16;0.47;-6.21;;;;;;;;;CACC
